"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 16, 2018","345.15","340.97","346.22","340.10","-","0.95%"
"Nov 15, 2018","341.90","336.20","343.47","334.46","-","1.44%"
"Nov 14, 2018","337.05","338.50","341.97","335.44","-","-0.21%"
"Nov 13, 2018","337.77","339.15","343.07","337.26","-","-0.29%"
"Nov 12, 2018","338.74","343.50","344.03","338.18","-","-1.49%"
"Nov 09, 2018","343.86","346.17","346.41","341.31","-","-1.37%"
"Nov 08, 2018","348.64","348.58","350.31","347.05","-","-0.54%"
"Nov 07, 2018","350.54","346.02","350.54","344.51","-","1.90%"
"Nov 06, 2018","343.99","339.46","344.14","338.91","-","1.51%"
"Nov 05, 2018","338.88","337.49","339.31","336.09","-","0.39%"
"Nov 02, 2018","337.57","340.56","341.75","333.23","-","-0.30%"
"Nov 01, 2018","338.60","329.91","339.10","329.91","-","3.02%"
"Oct 31, 2018","328.69","327.52","330.94","326.35","-","1.35%"
"Oct 30, 2018","324.31","318.39","324.81","316.16","-","2.26%"
"Oct 29, 2018","317.15","321.33","324.40","314.14","-","-0.28%"
"Oct 26, 2018","318.04","317.24","321.33","313.47","-","-0.65%"
"Oct 25, 2018","320.13","318.70","322.55","317.58","-","1.38%"
"Oct 24, 2018","315.78","325.45","326.76","315.33","-","-3.15%"
"Oct 23, 2018","326.05","326.36","328.01","319.43","-","-1.15%"
"Oct 22, 2018","329.85","334.50","335.34","328.74","-","-0.92%"
"Oct 19, 2018","332.92","333.95","337.31","332.07","-","-0.69%"
"Oct 18, 2018","335.23","338.47","340.81","333.53","-","-1.14%"
"Oct 17, 2018","339.10","340.88","341.60","337.00","-","-0.83%"
"Oct 16, 2018","341.93","337.04","342.04","335.81","-","1.81%"
"Oct 15, 2018","335.84","337.90","339.14","335.81","-","-0.48%"
"Oct 12, 2018","337.46","339.23","342.43","334.86","-","0.42%"
"Oct 11, 2018","336.06","339.90","343.00","335.15","-","-1.20%"
"Oct 10, 2018","340.13","349.11","349.17","340.09","-","-2.54%"
"Oct 09, 2018","348.98","358.36","358.36","348.59","-","-3.40%"
"Oct 08, 2018","361.25","360.55","361.92","358.63","-","-0.01%"
"Oct 05, 2018","361.28","363.56","364.78","359.94","-","-0.81%"
"Oct 04, 2018","364.22","365.06","365.40","361.25","-","-0.42%"
"Oct 03, 2018","365.75","369.36","369.87","365.68","-","-0.76%"
"Oct 02, 2018","368.55","367.28","369.41","366.85","-","0.45%"
"Oct 01, 2018","366.91","364.82","368.41","364.82","-","1.04%"
"Sep 28, 2018","363.12","364.95","365.06","362.54","-","-0.68%"
"Sep 27, 2018","365.60","368.94","369.25","365.41","-","-0.98%"
"Sep 26, 2018","369.20","371.60","372.64","368.56","-","-1.03%"
"Sep 25, 2018","373.03","375.37","375.98","372.61","-","-0.47%"
"Sep 24, 2018","374.81","379.17","379.77","374.28","-","-1.41%"
"Sep 21, 2018","380.16","381.60","383.08","379.29","-","-0.23%"
