"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 30, 2019","422.09","421.74","426.99","419.31","139.03M","0.08%"
"Aug 29, 2019","421.74","415.71","423.40","415.71","145.52M","1.45%"
"Aug 28, 2019","415.71","409.96","417.55","409.96","136.97M","1.40%"
"Aug 27, 2019","409.96","412.53","416.45","407.81","143.05M","-0.62%"
"Aug 26, 2019","412.53","410.68","416.16","410.68","139.53M","0.45%"
"Aug 23, 2019","410.68","425.02","425.02","408.50","189.64M","-3.37%"
"Aug 22, 2019","425.02","427.08","429.95","424.82","121.58M","-0.48%"
"Aug 21, 2019","427.08","423.89","429.38","423.89","138.52M","0.75%"
"Aug 20, 2019","423.89","428.01","428.01","422.60","125.95M","-0.96%"
"Aug 19, 2019","428.01","419.03","429.29","419.03","154.66M","2.14%"
"Aug 16, 2019","419.03","414.12","419.96","414.12","154.47M","1.19%"
"Aug 15, 2019","414.12","416.27","416.27","409.73","180.44M","-0.52%"
"Aug 14, 2019","416.27","434.15","434.15","416.27","205.19M","-4.12%"
"Aug 13, 2019","434.15","429.65","437.69","425.78","182.61M","1.05%"
"Aug 12, 2019","429.65","435.96","435.96","427.94","106.62M","-1.45%"
"Aug 09, 2019","435.96","441.49","442.46","434.54","146.74M","-1.25%"
"Aug 08, 2019","441.49","429.08","441.60","429.08","255.35M","2.89%"
"Aug 07, 2019","429.08","432.35","432.35","422.48","246.90M","-0.76%"
"Aug 06, 2019","432.35","432.63","436.35","427.85","198.32M","-0.06%"
"Aug 05, 2019","432.63","445.85","445.85","429.63","223.24M","-2.97%"
"Aug 02, 2019","445.85","451.93","457.04","441.57","215.21M","-1.35%"
"Aug 01, 2019","451.93","462.47","462.47","449.88","266.03M","-2.28%"
"Jul 31, 2019","462.47","464.95","468.63","459.55","207.52M","-0.53%"
"Jul 30, 2019","464.95","459.92","465.90","457.10","174.49M","1.09%"
"Jul 29, 2019","459.92","461.46","461.46","456.61","153.65M","-0.33%"
"Jul 26, 2019","461.46","463.77","463.91","459.74","161.49M","-0.50%"
"Jul 25, 2019","463.77","469.21","471.08","462.58","141.36M","-1.16%"
"Jul 24, 2019","469.21","467.32","472.22","466.12","132.39M","0.40%"
"Jul 23, 2019","467.32","466.07","468.50","464.58","134.94M","0.27%"
"Jul 22, 2019","466.07","464.01","467.38","462.26","139.73M","0.44%"
"Jul 19, 2019","464.01","461.75","465.35","460.23","152.39M","0.49%"
"Jul 18, 2019","461.75","461.79","462.03","457.10","172.45M","-0.01%"
"Jul 17, 2019","461.79","467.15","468.18","461.79","150.68M","-1.15%"
"Jul 16, 2019","467.15","472.47","472.47","465.47","154.46M","-1.13%"
"Jul 15, 2019","472.47","476.89","477.26","471.45","135.70M","-0.93%"
"Jul 12, 2019","476.89","475.13","478.27","475.13","116.54M","0.37%"
"Jul 11, 2019","475.13","474.26","475.25","471.93","125.48M","0.18%"
"Jul 10, 2019","474.26","467.70","475.32","467.70","140.51M","1.40%"
"Jul 09, 2019","467.70","467.30","468.16","463.69","133.13M","0.09%"
"Jul 08, 2019","467.30","466.84","469.93","464.81","134.74M","0.10%"
"Jul 05, 2019","466.84","466.33","467.06","463.36","109.09M","0.11%"
"Jul 03, 2019","466.33","463.54","466.49","462.19","84.15M","0.60%"
"Jul 02, 2019","463.54","471.74","471.74","462.24","178.36M","-1.74%"
"Jul 01, 2019","471.74","471.28","478.62","470.50","151.86M","0.10%"
"Jun 28, 2019","471.28","465.73","471.69","465.73","203.94M","1.19%"
"Jun 27, 2019","465.73","469.46","470.53","464.99","129.50M","-0.79%"
"Jun 26, 2019","469.46","462.36","472.90","462.36","162.71M","1.54%"
"Jun 25, 2019","462.36","466.21","466.21","462.00","136.14M","-0.83%"
"Jun 24, 2019","466.21","470.57","471.48","465.60","139.24M","-0.93%"
"Jun 21, 2019","470.57","466.74","472.01","466.74","240.82M","0.82%"
"Jun 20, 2019","466.74","456.65","467.75","456.65","191.28M","2.21%"
"Jun 19, 2019","456.65","457.67","459.52","454.58","148.67M","-0.22%"
"Jun 18, 2019","457.67","451.55","460.28","451.55","160.73M","1.36%"
"Jun 17, 2019","451.55","447.48","452.60","445.26","137.81M","0.91%"
"Jun 14, 2019","447.48","450.81","451.05","446.63","-","-0.74%"
"Jun 13, 2019","450.81","445.26","452.67","445.26","-","1.25%"
"Jun 12, 2019","445.26","451.75","451.75","444.01","-","-1.44%"
"Jun 11, 2019","451.75","451.19","456.30","451.19","-","0.12%"
"Jun 10, 2019","451.19","449.69","454.85","449.69","-","0.33%"
"Jun 07, 2019","449.69","447.85","452.30","447.85","-","0.41%"
"Jun 06, 2019","447.85","440.25","449.31","440.25","-","1.73%"
"Jun 05, 2019","440.25","445.06","445.85","437.17","-","-1.08%"
"Jun 04, 2019","445.06","438.01","445.52","438.01","-","1.61%"
"Jun 03, 2019","438.01","432.13","439.18","432.13","-","1.37%"
"May 31, 2019","432.10","439.19","439.19","431.64","-","-1.61%"
"May 30, 2019","439.19","444.45","444.59","437.84","-","-1.18%"
"May 29, 2019","444.45","447.24","447.24","438.85","-","-0.62%"
"May 28, 2019","447.24","452.22","453.50","446.95","-","-1.10%"
"May 24, 2019","452.22","451.53","456.11","448.64","-","0.15%"
"May 23, 2019","451.53","466.10","466.10","448.11","-","-3.13%"
"May 22, 2019","466.10","473.58","473.58","464.89","-","-1.58%"
"May 21, 2019","473.58","468.55","474.84","468.55","-","1.07%"
"May 20, 2019","468.55","468.23","470.50","467.37","-","0.07%"
"May 17, 2019","468.23","473.19","473.19","467.61","-","-1.05%"
"May 16, 2019","473.19","471.42","474.71","471.42","-","0.38%"
"May 15, 2019","471.42","469.26","472.46","465.10","-","0.46%"
"May 14, 2019","469.26","464.19","473.11","464.19","-","1.09%"
"May 13, 2019","464.19","471.66","471.66","461.65","-","-1.58%"
