"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 23, 2009","128.92","132.16","133.76","128.57","117.49M","-2.45%"
"Feb 20, 2009","132.16","135.68","135.68","130.13","142.39M","-2.59%"
"Feb 19, 2009","135.68","134.82","137.10","134.82","106.45M","0.64%"
"Feb 18, 2009","134.82","136.57","136.72","134.10","137.34M","-1.29%"
"Feb 17, 2009","136.58","143.62","143.62","136.57","122.79M","-4.90%"
"Feb 13, 2009","143.62","143.95","145.07","143.12","75.17M","-0.28%"
"Feb 12, 2009","144.02","145.33","145.33","140.67","107.49M","-0.92%"
"Feb 11, 2009","145.36","145.85","146.52","144.27","97.58M","-0.56%"
"Feb 10, 2009","146.18","150.68","150.80","145.49","113.82M","-2.99%"
"Feb 09, 2009","150.68","152.15","152.34","149.32","83.09M","-1.01%"
"Feb 06, 2009","152.21","150.66","153.19","149.45","112.78M","0.98%"
"Feb 05, 2009","150.74","149.92","151.56","148.25","113.60M","0.55%"
"Feb 04, 2009","149.92","148.68","151.32","148.37","109.82M","0.78%"
"Feb 03, 2009","148.76","147.46","149.47","146.69","98.82M","0.88%"
"Feb 02, 2009","147.46","146.71","148.19","144.22","106.52M","0.51%"
"Jan 30, 2009","146.71","150.29","151.26","145.91","111.23M","-2.38%"
"Jan 29, 2009","150.29","151.30","153.14","149.38","83.65M","-0.78%"
"Jan 28, 2009","151.47","150.38","152.14","150.04","101.50M","0.70%"
"Jan 27, 2009","150.41","149.89","151.52","148.85","97.17M","0.35%"
"Jan 26, 2009","149.89","146.44","150.99","146.44","107.54M","2.36%"
"Jan 23, 2009","146.44","146.03","146.79","142.71","97.38M","0.28%"
"Jan 22, 2009","146.03","146.13","146.95","144.32","104.42M","-0.07%"
"Jan 21, 2009","146.13","144.16","146.39","142.50","123.52M","1.37%"
"Jan 20, 2009","144.16","146.98","147.84","144.01","109.62M","-1.92%"
"Jan 16, 2009","146.98","144.02","147.85","144.02","104.40M","2.06%"
"Jan 15, 2009","144.02","143.12","144.11","140.92","112.16M","0.63%"
"Jan 14, 2009","143.12","145.01","145.01","140.00","104.90M","-1.30%"
"Jan 13, 2009","145.01","147.99","147.99","143.98","101.02M","-2.01%"
"Jan 12, 2009","147.99","147.77","149.06","147.36","87.55M","0.15%"
"Jan 09, 2009","147.77","149.20","149.44","147.13","89.20M","-0.96%"
"Jan 08, 2009","149.20","148.56","149.22","147.61","105.18M","0.38%"
"Jan 07, 2009","148.64","151.16","151.16","148.02","103.60M","-1.67%"
"Jan 06, 2009","151.16","152.38","154.79","150.39","108.62M","-0.80%"
"Jan 05, 2009","152.38","151.29","152.67","150.60","97.32M","0.72%"
"Jan 02, 2009","151.29","147.93","152.00","147.52","70.63M","2.27%"
