"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 13, 2008","129.46","130.98","130.98","128.07","84.13M","-1.16%"
"Aug 12, 2008","130.98","132.06","132.26","130.52","99.67M","-0.82%"
"Aug 11, 2008","132.06","129.04","132.48","129.04","160.23M","2.34%"
"Aug 08, 2008","129.04","125.14","129.41","125.14","183.72M","3.12%"
"Aug 07, 2008","125.14","126.72","126.87","124.23","383.16M","-1.25%"
"Aug 06, 2008","126.72","128.45","128.65","125.65","211.45M","-1.39%"
"Aug 05, 2008","128.50","125.12","128.70","125.09","123.85M","2.70%"
"Aug 04, 2008","125.12","126.08","126.55","123.81","82.09M","-0.76%"
"Aug 01, 2008","126.08","127.17","129.24","125.48","97.16M","-0.86%"
"Jul 31, 2008","127.17","127.91","129.98","127.03","181.76M","-0.58%"
"Jul 30, 2008","127.91","127.02","128.46","126.39","98.14M","0.70%"
"Jul 29, 2008","127.02","126.20","127.75","126.20","89.15M","0.65%"
"Jul 28, 2008","126.20","129.26","129.26","126.13","91.01M","-2.37%"
"Jul 25, 2008","129.26","130.22","130.98","128.89","87.24M","-0.74%"
"Jul 24, 2008","130.22","134.35","134.35","129.83","97.36M","-3.07%"
"Jul 23, 2008","134.35","130.00","135.79","130.00","127.03M","3.35%"
"Jul 22, 2008","130.00","130.67","130.67","127.89","140.25M","-0.51%"
"Jul 21, 2008","130.67","131.52","132.39","130.28","87.53M","-0.65%"
"Jul 18, 2008","131.52","130.31","131.52","129.21","104.39M","0.93%"
"Jul 17, 2008","130.31","131.03","131.26","129.38","125.06M","-0.55%"
"Jul 16, 2008","131.03","130.96","131.20","129.28","130.91M","0.05%"
"Jul 15, 2008","130.96","130.97","133.25","128.41","183.37M","-0.01%"
"Jul 14, 2008","130.97","131.75","133.07","130.53","79.26M","-0.59%"
"Jul 11, 2008","131.75","132.54","133.23","130.30","101.39M","-0.60%"
"Jul 10, 2008","132.54","130.60","132.88","130.60","94.32M","1.49%"
"Jul 09, 2008","130.60","133.80","134.91","130.52","92.86M","-2.39%"
"Jul 08, 2008","133.80","131.39","133.95","131.19","110.97M","0.82%"
"Jul 07, 2008","132.71","132.65","134.70","130.62","112.55M","0.05%"
"Jul 03, 2008","132.65","133.46","133.88","132.21","90.46M","-0.61%"
"Jul 02, 2008","133.46","134.83","135.92","133.38","109.84M","-1.02%"
"Jul 01, 2008","134.83","136.46","136.46","133.41","144.47M","-1.19%"
"Jun 30, 2008","136.46","132.28","136.97","132.09","152.97M","3.16%"
"Jun 27, 2008","132.28","133.88","134.25","132.28","159.12M","-1.20%"
"Jun 26, 2008","133.88","137.48","137.48","133.84","169.15M","-2.65%"
"Jun 25, 2008","137.52","136.31","139.68","136.31","152.32M","0.89%"
"Jun 24, 2008","136.31","136.29","137.40","134.63","116.26M","0.01%"
"Jun 23, 2008","136.29","136.24","137.21","135.87","112.01M","0.04%"
"Jun 20, 2008","136.24","139.72","139.72","136.20","146.30M","-2.49%"
"Jun 19, 2008","139.72","139.16","140.55","137.88","100.70M","0.40%"
"Jun 18, 2008","139.16","140.48","140.48","138.40","117.93M","-0.94%"
"Jun 17, 2008","140.48","141.77","141.77","140.29","86.67M","-0.91%"
"Jun 16, 2008","141.77","143.84","143.84","140.05","109.07M","-1.44%"
"Jun 13, 2008","143.84","142.07","143.93","141.28","96.89M","1.25%"
"Jun 12, 2008","142.07","142.16","144.62","140.99","123.97M","-0.06%"
"Jun 11, 2008","142.16","146.00","146.00","141.79","118.61M","-2.63%"
"Jun 10, 2008","146.00","147.44","147.44","144.61","104.39M","-0.98%"
"Jun 09, 2008","147.44","149.37","150.86","146.08","95.08M","-1.29%"
"Jun 06, 2008","149.37","153.53","153.53","149.27","127.16M","-2.71%"
"Jun 05, 2008","153.53","149.17","154.36","149.17","120.44M","2.87%"
"Jun 04, 2008","149.24","150.46","150.46","147.98","107.96M","-0.81%"
"Jun 03, 2008","150.46","152.43","152.90","149.56","96.98M","-1.29%"
"Jun 02, 2008","152.43","154.34","154.43","150.66","74.68M","-1.24%"
