"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 10, 2001","375.44","375.44","375.44","375.44","-","-0.52%"
"Jul 09, 2001","377.42","377.42","377.42","377.42","-","1.96%"
"Jul 06, 2001","370.16","370.16","370.16","370.16","-","-0.77%"
"Jul 05, 2001","373.02","373.02","373.02","373.02","-","-1.03%"
"Jul 03, 2001","376.91","376.91","376.91","376.91","-","-0.22%"
"Jul 02, 2001","377.75","377.75","377.75","377.75","-","1.48%"
"Jun 29, 2001","372.25","372.25","372.25","372.25","-","-2.72%"
"Jun 28, 2001","382.66","382.66","382.66","382.66","-","0.86%"
"Jun 27, 2001","379.39","379.39","379.39","379.39","-","-1.31%"
"Jun 26, 2001","384.42","384.42","384.42","384.42","-","-0.31%"
"Jun 25, 2001","385.63","385.63","385.63","385.63","-","-0.91%"
"Jun 22, 2001","389.18","389.18","389.18","389.18","-","-3.53%"
"Jun 21, 2001","403.43","403.43","403.43","403.43","-","0.28%"
"Jun 20, 2001","402.29","402.29","402.29","402.29","-","1.18%"
"Jun 19, 2001","397.59","397.59","397.59","397.59","-","0.71%"
"Jun 18, 2001","394.78","394.78","394.78","394.78","-","0.64%"
"Jun 15, 2001","392.27","392.27","392.27","392.27","-","-0.16%"
"Jun 14, 2001","392.89","392.89","392.89","392.89","-","0.11%"
"Jun 13, 2001","392.47","392.47","392.47","392.47","-","-0.17%"
"Jun 12, 2001","393.14","393.14","393.14","393.14","-","-0.07%"
"Jun 11, 2001","393.40","393.40","393.40","393.40","-","-1.22%"
"Jun 08, 2001","398.25","398.25","398.25","398.25","-","-0.63%"
"Jun 07, 2001","400.76","400.76","400.76","400.76","-","0.54%"
"Jun 06, 2001","398.59","398.59","398.59","398.59","-","-0.86%"
"Jun 05, 2001","402.05","402.05","402.05","402.05","-","0.81%"
"Jun 04, 2001","398.82","398.82","398.82","398.82","-","1.04%"
"Jun 01, 2001","394.71","394.71","394.71","394.71","-","1.10%"
"May 31, 2001","390.42","390.42","390.42","390.42","-","0.11%"
"May 30, 2001","390.00","390.00","390.00","390.00","-","-0.16%"
"May 29, 2001","390.64","390.64","390.64","390.64","-","1.23%"
"May 25, 2001","385.88","385.88","385.88","385.88","-","-0.66%"
"May 24, 2001","388.45","388.45","388.45","388.45","-","0.04%"
"May 23, 2001","388.31","388.31","388.31","388.31","-","-1.42%"
"May 22, 2001","393.92","393.92","393.92","393.92","-","-1.08%"
"May 21, 2001","398.21","398.21","398.21","398.21","-","0.37%"
"May 18, 2001","396.73","396.73","396.73","396.73","-","-0.84%"
"May 17, 2001","400.09","400.09","400.09","400.09","-","1.02%"
"May 16, 2001","396.05","396.05","396.05","396.05","-","3.30%"
"May 15, 2001","383.38","383.38","383.38","383.38","-","-0.05%"
"May 14, 2001","383.59","383.59","383.59","383.59","-","0.52%"
"May 11, 2001","381.59","381.59","381.59","381.59","-","-0.24%"
"May 10, 2001","382.52","382.52","382.52","382.52","-","-1.09%"
"May 09, 2001","386.73","386.73","386.73","386.73","-","0.38%"
"May 08, 2001","385.26","385.26","385.26","385.26","-","-0.42%"
"May 07, 2001","386.87","386.87","386.87","386.87","-","0.39%"
"May 04, 2001","385.38","385.38","385.38","385.38","-","1.37%"
"May 03, 2001","380.16","380.16","380.16","380.16","-","-1.06%"
"May 02, 2001","384.24","384.24","384.24","384.24","-","-0.74%"
"May 01, 2001","387.11","387.11","387.11","387.11","-","0.17%"
"Apr 30, 2001","386.44","386.44","386.44","386.44","-","0.67%"
"Apr 27, 2001","383.85","383.85","383.85","383.85","-","1.52%"
"Apr 26, 2001","378.09","378.09","378.09","378.09","-","1.07%"
"Apr 25, 2001","374.10","374.10","374.10","374.10","-","2.07%"
"Apr 24, 2001","366.53","366.53","366.53","366.53","-","-1.49%"
"Apr 23, 2001","372.06","372.06","372.06","372.06","-","0.05%"
"Apr 20, 2001","371.89","371.89","371.89","371.89","-","-0.88%"
"Apr 19, 2001","375.18","375.18","375.18","375.18","-","-1.44%"
"Apr 18, 2001","380.68","380.68","380.68","380.68","-","-1.04%"
"Apr 17, 2001","384.70","384.70","384.70","384.70","-","2.71%"
"Apr 16, 2001","374.54","374.54","374.54","374.54","-","0.49%"
"Apr 12, 2001","372.72","372.72","372.72","372.72","-","1.88%"
"Apr 11, 2001","365.86","365.86","365.86","365.86","-","-2.31%"
"Apr 10, 2001","374.53","374.53","374.53","374.53","-","-0.61%"
"Apr 09, 2001","376.81","376.81","376.81","376.81","-","1.45%"
"Apr 06, 2001","371.41","371.41","371.41","371.41","-","-0.39%"
"Apr 05, 2001","372.86","372.86","372.86","372.86","-","2.51%"
"Apr 04, 2001","363.74","363.74","363.74","363.74","-","1.28%"
"Apr 03, 2001","359.15","359.15","359.15","359.15","-","-2.03%"
"Apr 02, 2001","366.60","366.60","366.60","366.60","-","-2.61%"
"Mar 30, 2001","376.44","376.44","376.44","376.44","-","0.88%"
"Mar 29, 2001","373.15","373.15","373.15","373.15","-","0.55%"
"Mar 28, 2001","371.10","371.10","371.10","371.10","-","1.03%"
"Mar 27, 2001","367.30","367.30","367.30","367.30","-","1.84%"
"Mar 26, 2001","360.66","360.66","360.66","360.66","-","2.07%"
"Mar 23, 2001","353.33","353.33","353.33","353.33","-","2.19%"
"Mar 22, 2001","345.75","345.75","345.75","345.75","-","-0.89%"
"Mar 21, 2001","348.86","348.86","348.86","348.86","-","-3.22%"
"Mar 20, 2001","360.46","360.46","360.46","360.46","-","-1.58%"
"Mar 19, 2001","366.26","366.26","366.26","366.26","-","1.60%"
"Mar 16, 2001","360.48","360.48","360.48","360.48","-","-3.06%"
"Mar 15, 2001","371.86","371.86","371.86","371.86","-","0.20%"
"Mar 14, 2001","371.12","371.12","371.12","371.12","-","-2.08%"
"Mar 13, 2001","378.99","378.99","378.99","378.99","-","-0.34%"
"Mar 12, 2001","380.29","380.29","380.29","380.29","-","-3.25%"
"Mar 09, 2001","393.08","393.08","393.08","393.08","-","0.30%"
"Mar 08, 2001","391.89","391.89","391.89","391.89","-","0.94%"
"Mar 07, 2001","388.25","388.25","388.25","388.25","-","-2.36%"
"Mar 06, 2001","397.65","397.65","397.65","397.65","-","-1.58%"
"Mar 05, 2001","404.02","404.02","404.02","404.02","-","-0.07%"
"Mar 02, 2001","404.32","404.32","404.32","404.32","-","0.08%"
"Mar 01, 2001","403.98","403.98","403.98","403.98","-","-0.72%"
"Feb 28, 2001","406.90","406.90","406.90","406.90","-","0.58%"
"Feb 27, 2001","404.56","404.56","404.56","404.56","-","0.05%"
"Feb 26, 2001","404.37","404.37","404.37","404.37","-","1.87%"
"Feb 23, 2001","396.96","396.96","396.96","396.96","-","-0.51%"
"Feb 22, 2001","398.99","398.99","398.99","398.99","-","-0.85%"
"Feb 21, 2001","402.43","402.43","402.43","402.43","-","0.50%"
"Feb 20, 2001","400.44","400.44","400.44","400.44","-","-0.08%"
"Feb 16, 2001","400.78","400.78","400.78","400.78","-","-0.61%"
"Feb 15, 2001","403.22","403.22","403.22","403.22","-","-0.84%"
"Feb 14, 2001","406.65","406.65","406.65","406.65","-","-0.88%"
"Feb 13, 2001","410.24","410.24","410.24","410.24","-","-2.16%"
"Feb 12, 2001","419.30","419.30","419.30","419.30","-","1.57%"
"Feb 09, 2001","412.81","412.81","412.81","412.81","-","0.25%"
"Feb 08, 2001","411.77","411.77","411.77","411.77","-","0.20%"
"Feb 07, 2001","410.95","410.95","410.95","410.95","-","-0.36%"
"Feb 06, 2001","412.43","412.43","412.43","412.43","-","-0.15%"
"Feb 05, 2001","413.04","413.04","413.04","413.04","-","0.21%"
"Feb 02, 2001","412.16","412.16","412.16","412.16","-","0.33%"
"Feb 01, 2001","410.82","410.82","410.82","410.82","-","1.08%"
"Jan 31, 2001","406.43","406.43","406.43","406.43","-","0.35%"
"Jan 30, 2001","405.00","405.00","405.00","405.00","-","0.18%"
"Jan 29, 2001","404.27","404.27","404.27","404.27","-","-1.39%"
"Jan 26, 2001","409.98","409.98","409.98","409.98","-","-0.06%"
"Jan 25, 2001","410.24","410.24","410.24","410.24","-","2.39%"
"Jan 24, 2001","400.68","400.68","400.68","400.68","-","-0.55%"
"Jan 23, 2001","402.90","402.90","402.90","402.90","-","0.22%"
